wallet,transaction_count,incoming_count,outgoing_count,total_incoming_btc,total_outgoing_btc,avg_transaction_amount,avg_time_gap_minutes,unique_counterparties,fan_in,fan_out,unique_ips,unique_asns,rapid_transfer_ratio,split_ratio,merge_ratio,max_amount_ratio,outgoing_small_amount_ratio,asn_change_ratio,max_transactions_in_5min,peeling_chain_consistency
bc1qaa19df0bd23c45c881fc036921a443,37,29,8,0.7951906300000001,0.2089885,0.027139976486486486,3381.826689523148,18,10,8,45,5,0.027777777777777776,0.375,0.10344827586206896,2.168576682396208,0.125,0.8055555555555556,2,0.14285714285714285
1547adeb6eaf54daa9e9563eb2437da,23,7,16,0.84844331,0.60962431,0.06339424434782609,5163.441638883333,24,4,20,27,4,0.0,0.75,0.14285714285714285,5.655887309716864,0.1875,0.5454545454545454,1,0.06666666666666667
34df7790bb4d34dacb7a38967544258,36,12,24,1.25909884,2.11989817,0.09386102805555556,3693.1827039623813,26,6,20,42,5,0.0,0.4166666666666667,0.08333333333333333,3.8449283985418585,0.041666666666666664,0.5428571428571428,1,0.4782608695652174
174a528b0b26e4e40b7c4f4c59201e6,16,1,15,0.02942663,0.1375017,0.010433020624999999,7243.407924702222,13,1,12,18,1,0.0,0.4666666666666667,0.0,2.688522358496082,0.13333333333333333,0.0,1,0.42857142857142855
1682b339d41044fd1991addd09f2fc0,31,4,27,0.16079189,3.30026186,0.11164689516129032,4182.4223220505555,27,2,25,33,2,0.0,0.25925925925925924,0.25,26.67544869327195,0.1111111111111111,0.2,1,0.11538461538461539
16665f946308b463a876fc73a57055b,45,25,20,1.37296109,1.01219236,0.05300341000000001,3010.2293682545455,31,9,22,51,6,0.06818181818181818,0.55,0.08,2.699532670778089,0.0,0.6363636363636364,2,0.5789473684210527
bc1q091b07eee3434c7096bdda4030c321,23,16,7,0.37395857,0.22079254,0.02585874391304348,5944.010729327273,12,8,4,30,6,0.045454545454545456,0.42857142857142855,0.125,4.066198202487621,0.14285714285714285,0.45454545454545453,2,0.3333333333333333
348a165695eba47b9be874f844111f2,29,15,14,0.27939855999999996,0.9518218600000001,0.04245587655172414,4508.0449849642855,18,5,13,34,4,0.0,0.5714285714285714,0.06666666666666667,1.2911720963688367,0.0,0.5,1,0.46153846153846156
bc1qc874114117c84d8aae08885011e276,23,11,12,0.4782058900000001,0.2766354,0.03281918652173913,5948.112713647727,15,7,8,29,5,0.0,0.3333333333333333,0.09090909090909091,5.693514942385931,0.08333333333333333,0.5909090909090909,1,0.2727272727272727
312068aa47f8c492fa9e6f4fc931b7e,24,18,6,2.91414767,1.51977414,0.18474674208333333,5190.124404594203,14,5,9,30,6,0.0,0.8333333333333334,0.0,2.095781117731481,0.0,0.9130434782608695,1,0.4
101c405f4e0d2421bb3e03acaf774e0,30,15,15,0.21273457,0.23336034000000003,0.014869830333333334,4433.708560421264,23,6,17,37,7,0.0,0.6,0.0,3.253286731506531,0.0,0.5517241379310345,1,0.14285714285714285
108f2fe94e0654379a26257d27fe724,22,12,10,0.23577151999999998,0.62238635,0.03900717590909091,6069.240648134921,12,5,7,27,3,0.0,0.4,0.08333333333333333,1.10889111014928,0.1,0.7142857142857143,1,0.4444444444444444
bc1qd06d34724cc84278b4edd5ffc24b7c,19,4,15,0.08878083,0.29180622,0.020030897368421053,6896.428106934259,17,3,14,23,4,0.0,0.5333333333333333,0.0,2.050734642277512,0.06666666666666667,0.3888888888888889,1,0.5714285714285714
1eae47c4af3b74228b1ab100a8fc606,21,10,11,0.7331293099999999,1.93616675,0.1271093361904762,6393.8534966091665,16,7,9,27,5,0.0,0.45454545454545453,0.1,6.4639710809020405,0.2727272727272727,0.4,1,0.5
36833f50dba494c67aa6883b73dc148,21,5,16,0.4739685,1.86368546,0.11131685523809523,6512.477525813333,16,2,14,24,3,0.0,0.5,0.0,1.3359553976459442,0.0625,0.4,1,0.4
376b2c8d4682f465a951383738d3d85,23,12,11,0.8210948499999999,0.27035298,0.04745425347826086,5932.112624283333,19,8,11,29,4,0.0,0.5454545454545454,0.16666666666666666,11.851606376134187,0.18181818181818182,0.5454545454545454,1,0.2
bc1q48c8f7a9f14244509548831ecfef03,29,12,17,0.5264792199999999,1.2594068100000002,0.06158227689655172,4668.869090845833,24,8,16,37,5,0.0,0.6470588235294118,0.08333333333333333,1.797220143023859,0.11764705882352941,0.75,1,0.25
3a0f0bbd0a4384f3ab7e836c0429513,28,16,12,0.7540760900000001,1.73206854,0.08879087964285715,4863.148577427778,23,14,9,35,5,0.0,0.4166666666666667,0.3125,1.47284698229999,0.08333333333333333,0.48148148148148145,1,0.36363636363636365
bc1q42b24caa13254702a87d81a20ddc8c,31,16,15,0.51916055,0.80279232,0.04264364096774194,4160.327259871667,22,9,13,38,4,0.0,0.5333333333333333,0.125,3.32031847497289,0.0,0.6,1,0.5
1cb9420bd8b3b43dda5c60fc0c25d33,17,2,15,0.21370746000000002,0.65105188,0.05086819647058823,7780.622052791667,17,2,16,20,3,0.0,0.5333333333333333,0.0,2.8900948124122086,0.06666666666666667,0.25,1,0.35714285714285715
3b8c3556623bf4992a242a57b8396fc,32,17,15,1.5733432600000001,0.26357281,0.0574036271875,4067.704791226344,30,9,21,39,5,0.0,0.6666666666666666,0.11764705882352941,29.144294394521005,0.0,0.7096774193548387,1,0.5714285714285714
3a9f806e34a964560a9cf7994cbe57d,25,9,16,1.7192137,1.11708148,0.1134518072,5009.451110321527,18,5,13,29,4,0.0,0.3125,0.1111111111111111,7.267026297947871,0.125,0.625,1,0.4
19cfd01cbdd80443eb21e3611d2e5e1,24,10,14,0.28147412000000005,1.16367855,0.06021469458333333,5447.654076792029,23,6,17,28,4,0.0,0.7857142857142857,0.2,1.2420047643496854,0.07142857142857142,0.6521739130434783,1,0.23076923076923078
33f04bdbbc1a04dafafd977d8c58774,37,17,20,0.63536088,1.37161952,0.05424271351351352,3332.5873974657407,26,5,21,43,5,0.0,0.65,0.0,1.9644322013170776,0.1,0.5555555555555556,1,0.3684210526315789
1d80c0e105c2945cd8933c315f11400,29,21,8,5.00592412,0.48893044,0.18947774344827586,4373.109806113095,12,6,6,35,5,0.0,0.375,0.047619047619047616,11.792081801201096,0.125,0.7857142857142857,1,0.42857142857142855
1b0437224a34a4cadbf4cead832a5e1,29,19,10,0.9388695600000001,0.11278394000000001,0.036263913793103446,4350.776680880953,16,7,9,37,5,0.0,0.5,0.0,11.040673845721582,0.1,0.8571428571428571,1,0.2222222222222222
3aeeda32689ed4dfe8a104886b2c18f,35,15,20,1.8793195600000001,4.288308059999999,0.176217932,3523.0899175196078,16,5,11,41,4,0.0,0.35,0.0,2.0583043696117467,0.15,0.20588235294117646,1,0.47368421052631576
bc1q902cfc582abc423a9c00b1841902f6,32,20,12,1.0282061999999996,0.69858133,0.0539621103125,4064.826186143548,17,12,5,42,5,0.0,0.25,0.1,2.103660020381205,0.0,0.7096774193548387,1,0.7272727272727273
3f8ba33d8859d42ba9fd82dea423530,39,25,14,1.3011546800000002,0.41463844,0.04399469538461539,3395.6221244820176,29,12,17,46,6,0.0,0.7142857142857143,0.12,5.7665111183328435,0.21428571428571427,0.7894736842105263,1,0.38461538461538464
bc1qd07ab7827b2a4ccc846afc756fd33c,33,14,19,0.7595273399999999,0.4369338,0.03625639818181818,3932.861900647396,26,9,17,39,4,0.0,0.42105263157894735,0.21428571428571427,6.414892294192098,0.0,0.625,1,0.5
bc1qd5e21a96110c44219fecd6a810e126,35,15,20,2.2651770200000003,3.1571727500000004,0.15492427914285714,3768.6774810362745,18,6,12,42,6,0.0,0.35,0.0,2.6426348968006805,0.0,0.6470588235294118,1,0.5263157894736842
3eae9ecea8cbc4227af3b1b3459808a,25,16,9,0.33463444,3.80352506,0.16552637999999997,5184.487395183333,12,6,6,31,4,0.0,0.4444444444444444,0.0625,1.2307533131636954,0.2222222222222222,0.6666666666666666,1,0.25
bc1q8d6e4a59e2664901a0c7fa9e7f70f9,13,5,8,0.13112716000000002,0.28654393,0.03212854538461539,5964.043954174999,12,4,8,18,4,0.0,0.5,0.0,1.0342695771950996,0.125,0.6666666666666666,1,0.2857142857142857
bc1qbfd16783875b44bfb77aefda827292,21,3,18,0.11927237999999998,2.15561692,0.1083280619047619,6562.9920145725,21,2,19,24,3,0.0,0.5555555555555556,0.0,1.507684901289302,0.1111111111111111,0.3,1,0.47058823529411764
bc1q38a4a1bbb4844ce483496f6f809e27,20,9,11,0.23670562,0.61704282,0.042687421999999996,6310.679250891229,11,4,7,25,3,0.05263157894736842,0.36363636363636365,0.0,2.594935903709704,0.0,0.5263157894736842,2,0.4
bc1qd457bc98eb4f47dfb8ad5b37470ff2,23,11,12,0.24347966999999998,0.52898887,0.033585588695652174,5795.322605745454,15,5,10,27,4,0.0,0.5,0.18181818181818182,1.4908519720250537,0.08333333333333333,0.5,1,0.45454545454545453
bc1qb03c7d39cd5a4222b8f9692bc290b8,29,13,16,0.8096357999999999,0.5471165700000001,0.04678456448275862,4338.018905217262,25,11,14,36,5,0.0,0.625,0.23076923076923078,4.691188991030243,0.0,0.6071428571428571,1,0.4666666666666667
bc1q1d6b23bd517945fcb26175542574d4,27,7,20,0.24819835999999998,0.057865269999999996,0.01133569,4176.26425848718,18,5,13,31,3,0.0,0.35,0.14285714285714285,22.57181206054106,0.15,0.38461538461538464,1,0.2631578947368421
30983dee791154b03bbd0f439026b88,26,6,20,0.12681092,0.41170553,0.020712171153846156,4848.810778343333,19,2,17,28,2,0.0,0.55,0.16666666666666666,1.5876238604705484,0.1,0.4,1,0.3157894736842105
bc1q7e31443feca7453281754bce39ceda,20,15,5,0.63399544,0.91574597,0.0774870705,6636.262206719298,10,5,5,25,4,0.0,0.6,0.06666666666666667,1.3658543671806742,0.0,0.6842105263157895,1,0.5
1f47ed3e2eb6e4548837c363dbcf4e2,22,4,18,0.13773939,2.23646388,0.10791833045454545,5772.451379100794,18,3,15,26,4,0.0,0.5,0.0,1.425391511753861,0.0,0.3333333333333333,1,0.5882352941176471
1ad9dfd63d5e4422ca181135fcaf8f2,19,2,17,0.13536179,0.78051689,0.04820414105263158,6572.525009690741,13,1,12,21,2,0.0,0.35294117647058826,0.0,1.7185117604215931,0.0,0.2222222222222222,1,0.375
bc1q7e9811fa59f14930b7fc282283f227,40,22,18,0.85446886,1.18229622,0.050919126999999995,3216.501432576068,26,9,17,48,6,0.0,0.4444444444444444,0.09090909090909091,1.3199110517475943,0.1111111111111111,0.717948717948718,1,0.35294117647058826
1f9fc12846730497382a2828858beec,23,16,7,0.71826046,0.31791776000000005,0.045051226956521744,5655.042290067424,15,10,5,29,5,0.0,0.42857142857142855,0.1875,11.267412438901689,0.0,0.7272727272727273,1,0.3333333333333333
39a96a703efd944049d396a1cec5581,28,7,21,0.36085467000000004,3.1934478399999997,0.12693937535714286,4259.698889047531,24,3,21,47,9,0.1111111111111111,0.14285714285714285,0.0,3.0555530100164057,0.19047619047619047,0.8148148148148148,2,0.35
bc1qfaf1ea6fc9d347058c98452cdf4cb1,53,38,15,0.7783259600000001,0.36528344999999995,0.02157753603773585,2424.6942763589745,29,12,17,64,5,0.0,0.7333333333333333,0.05263157894736842,2.4739413481180033,0.06666666666666667,0.6153846153846154,1,0.5
13c22b04f699d4b2db1a07a930b3d36,48,28,20,1.4107133399999998,0.75373743,0.045092724375000004,2791.126301943617,24,8,16,55,5,0.0,0.45,0.07142857142857142,3.6941901759511344,0.15,0.7659574468085106,1,0.3684210526315789
bc1q8571f16e6ffa47e58eb71591dc04f7,16,7,9,0.49986777000000004,21.892613330000003,1.39953006875,7695.282422943334,13,3,10,20,4,0.0,0.5555555555555556,0.0,1.4527183097250966,0.1111111111111111,0.6666666666666666,1,0.5
bc1q4025e5a200094bccb345cc203f0143,28,12,16,0.44006363,1.1648868299999997,0.05731965928571429,4496.247661887654,22,5,17,32,4,0.0,0.5625,0.08333333333333333,9.219682724222215,0.1875,0.6666666666666666,1,0.2
bc1qb882882e23dd4efdb06ce9d093deae,47,34,13,1.6539156500000003,0.41319168,0.0439810070212766,2886.144257372826,23,9,14,56,7,0.0,0.5384615384615384,0.029411764705882353,3.1419386286616215,0.07692307692307693,0.717391304347826,1,0.4166666666666667
bc1q835554b8942041ea8a37ac431d4a91,28,14,14,0.68338586,1.13054088,0.06478309785714285,4229.6342700462965,14,5,9,32,2,0.0,0.35714285714285715,0.14285714285714285,1.5557719956792695,0.07142857142857142,0.2962962962962963,1,0.3076923076923077
3480aef197cd943de83069b76947334,37,28,9,1.2121316700000002,0.36560412,0.042641507837837836,3352.3929728444446,21,9,12,44,5,0.0,0.7777777777777778,0.10714285714285714,3.4844690275495336,0.0,0.75,1,0.5
13a653a9bf06b409a9ced56ce52f081,20,8,12,0.71107513,1.2758804100000003,0.099347777,5813.038799635965,15,3,12,24,3,0.0,0.5,0.0,2.0482635812751786,0.0,0.5263157894736842,1,0.36363636363636365
3be608e7d17e44dd3abf0c8f97c7225,25,8,17,0.42947089000000005,2.0687685499999997,0.0999295776,5335.532425931944,22,4,18,28,3,0.0,0.6470588235294118,0.125,1.2053706317608057,0.058823529411764705,0.5416666666666666,1,0.3125
bc1q1917e1290169467fb8284d26cbb6b9,33,10,23,0.42282258,0.5966716900000001,0.03089376575757576,3839.8474798265624,25,6,19,38,3,0.0,0.43478260869565216,0.2,4.303283877776809,0.0,0.25,1,0.4090909090909091
1f2e0f4c54d514da8a3404e03c2c074,30,17,13,0.5848641,1.02556303,0.05368090433333333,4274.154913263218,19,7,12,35,4,0.0,0.7692307692307693,0.11764705882352941,1.2233980316255322,0.07692307692307693,0.8620689655172413,1,0.4166666666666667
bc1q02ed9e98a3be470d93088e47a52780,66,46,20,1.16204927,4.932133370000001,0.0923361006060606,1941.8357347833332,35,24,11,78,6,0.046153846153846156,0.35,0.17391304347826086,1.7348570085527664,0.15,0.7076923076923077,3,0.3157894736842105
38cff7e40fbb746a8b56619888ea4cf,17,4,13,0.22681439,0.08511111,0.018348558823529412,6905.9396256229165,12,3,9,21,3,0.0,0.38461538461538464,0.0,12.483890158908576,0.07692307692307693,0.25,1,0.3333333333333333
1a73b6544df1b4c158fbd3e6ad90132,22,6,16,0.16864696,2.08749882,0.1025520809090909,5801.151433212699,16,3,13,26,4,0.0,0.625,0.0,1.4515892846295584,0.0,0.42857142857142855,1,0.5333333333333333
102cee088b569440eb7db2cc15cb69d,60,38,22,1.7019012500000001,1.5441370100000003,0.054100637666666666,2207.5017876838983,35,17,18,72,6,0.0,0.45454545454545453,0.10526315789473684,1.497698080729711,0.09090909090909091,0.8305084745762712,1,0.42857142857142855
bc1qd042367340b0405bb801c4ecf56d45,19,3,16,0.10034612,0.40133434,0.026404234736842103,6931.109321211112,12,2,10,22,3,0.0,0.4375,0.0,1.813972184998809,0.125,0.2777777777777778,1,0.4666666666666667
3f7b19ad80854467e9945a559a08989,17,8,9,0.14670589,0.7100760500000001,0.05039893764705882,7831.055946691667,14,4,10,21,3,0.0,0.5555555555555556,0.125,1.27315460107029,0.0,0.3125,1,0.625
37d77ac7f3f794bc59e8a408ff209e0,31,16,15,0.24939630000000002,1.40112236,0.053242537419354835,4139.5315790566665,12,3,9,35,2,0.0,0.26666666666666666,0.0,1.3476249352051115,0.26666666666666666,0.6,1,0.21428571428571427
bc1qedb5bbf80e5345c4a67bd40b8fe09d,41,19,22,1.58473327,0.82356308,0.05873893536585366,3213.5698758554167,21,7,14,47,3,0.0,0.36363636363636365,0.10526315789473684,6.807534525210881,0.045454545454545456,0.375,1,0.3333333333333333
3f2ba1cfb47e5495996ad7d15f9cb6a,31,12,19,0.8529938,1.3555107399999997,0.07124208193548387,4124.247169544445,22,8,14,38,7,0.0,0.2631578947368421,0.16666666666666666,7.953863983034706,0.0,0.6333333333333333,1,0.5555555555555556
bc1q712162d1995540f8b1d106a4474d28,22,11,11,0.44773525,0.22622627999999995,0.030634615,6143.185675343651,17,7,10,28,5,0.0,0.5454545454545454,0.09090909090909091,4.16048493685801,0.0,0.7142857142857143,1,0.5
364584b931def462f8ad2318bd37f0e,40,29,11,1.2936262699999999,0.36518233,0.041470215,3386.2667354615382,20,13,7,51,7,0.0,0.36363636363636365,0.06896551724137931,4.455607202253718,0.09090909090909091,0.6923076923076923,1,0.2
3f71f9e3414f8443eb313b05369e5de,21,9,12,0.19238107999999998,7.59087428,0.3706312076190476,6428.556294349166,12,3,9,25,3,0.0,0.5,0.0,1.2608166850735871,0.0,0.45,1,0.45454545454545453
3c80e0841b63a42258387fc9930ef82,31,16,15,0.7739822300000001,0.5898904899999999,0.043995894193548386,3972.4395246855556,22,7,15,37,4,0.0,0.5333333333333333,0.0625,3.0542261043871703,0.13333333333333333,0.7,1,0.2857142857142857
3defaee0028b446528db07aaa6c8619,26,10,16,1.41460481,2.6803899999999996,0.1574998003846154,4811.603341889333,21,7,14,31,4,0.0,0.3125,0.3,2.584800117181886,0.0625,0.52,1,0.5333333333333333
bc1q20f3758d1f654951837542cab81f1d,29,12,17,0.90612901,0.8556826399999998,0.06075212586206897,4639.476907916667,23,7,16,34,3,0.0,0.5294117647058824,0.25,4.460192206343939,0.0,0.6071428571428571,1,0.5
bc1qc04eabc0a31540ad94cacec0881d49,24,13,11,1.11670769,3.2784722600000005,0.18313249791666666,5318.892607763768,12,4,8,29,3,0.0,0.2727272727272727,0.0,1.2751654517585471,0.09090909090909091,0.5652173913043478,1,0.6
bc1qe2e8b97f5fc74d5ebbfe6cc9b13c40,25,14,11,1.04371719,0.25168312,0.0518160124,5530.796003542361,21,10,11,32,5,0.0,0.45454545454545453,0.21428571428571427,14.775058670700387,0.09090909090909091,0.625,1,0.6
bc1q542f38cfa1304d7a9b90a0166b8978,39,8,31,1.24606933,3.0475074699999993,0.11009171282051283,2943.284117804386,32,4,28,59,9,0.05263157894736842,0.25806451612903225,0.0,4.632232972457366,0.12903225806451613,0.6842105263157895,2,0.26666666666666666
321377394ffb84a50be640dadba9069,34,20,14,1.34342314,0.15770298000000002,0.04415076823529412,3921.837701351515,21,7,14,39,5,0.0,0.6428571428571429,0.1,12.006061542155042,0.21428571428571427,0.8181818181818182,1,0.38461538461538464
36925dca616234cdca34dd37f1750d7,24,11,13,0.56182317,0.8816403099999999,0.060144311666666665,5243.629440164493,13,3,10,28,3,0.0,0.38461538461538464,0.0,1.3096124063562382,0.07692307692307693,0.43478260869565216,1,0.3333333333333333
36fabbc6c2d7d4a668c3f1e6a74b6f0,32,20,12,0.7913914599999999,0.5102988700000001,0.0406778228125,3866.7041148489247,24,8,16,40,7,0.0,0.6666666666666666,0.05,1.8210299072700942,0.08333333333333333,0.9032258064516129,1,0.2727272727272727
3a43faf9b9b154278a613b3d1dc985a,38,28,10,0.8937706299999999,0.12510807,0.02681259736842105,3295.4446737945946,20,10,10,48,7,0.0,0.6,0.03571428571428571,8.77180795385505,0.1,0.7027027027027027,1,0.4444444444444444
bc1q3d4627f9291046efb3c6ea4c8de378,13,1,12,0.0483337,0.33091807,0.029173213076923075,10562.200880669445,12,1,11,15,2,0.0,0.3333333333333333,0.0,1.5652277259529412,0.08333333333333333,0.16666666666666666,1,0.36363636363636365
1fa9e8e430f5747dc8741c967fc026f,41,23,18,1.0840000400000003,0.9979745599999998,0.05077986829268293,3017.76255394,25,6,19,47,6,0.0,0.6111111111111112,0.043478260869565216,2.7539999605999936,0.1111111111111111,0.725,1,0.35294117647058826
11175adc152f34dd0a619db052d8946,21,4,17,0.22053106,0.48142657,0.03342655380952381,5561.7882207591665,21,4,18,24,2,0.0,0.5294117647058824,0.25,3.490733773177288,0.11764705882352941,0.2,1,0.3125
1d7ab3816458b480aa8e903d6e34b3b,22,12,10,1.4389533399999999,0.24210067,0.07641154590909091,5145.5483096952385,16,5,11,28,6,0.0,0.6,0.0,11.511600353118657,0.0,0.7142857142857143,1,0.5555555555555556
10ff362d52cfd4e2a90fe38058ce395,27,10,17,0.50213162,0.45521882,0.0354574237037037,4819.8525838852565,22,7,15,33,4,0.0,0.5294117647058824,0.2,28.595474002502378,0.0,0.5384615384615384,1,0.4375
16d3851b0787a479ab213ef30a12492,9,0,9,0.0,0.9629065800000001,0.10698962000000001,14004.651601575,11,0,11,10,1,0.0,0.7777777777777778,0.0,1.4566925258958194,0.0,0.0,1,0.625
bc1qcd3187d65ada4089830689647fd9b8,46,25,21,1.11556731,0.45574598,0.03415898456521739,2838.9406724837036,29,11,18,54,7,0.0,0.47619047619047616,0.12,4.938454619569124,0.09523809523809523,0.6222222222222222,1,0.5
bc1qacc4327bb21a47faaf20cce684502d,33,23,10,1.53151244,1.4389836200000001,0.09001503212121212,3714.471531019271,21,11,10,43,7,0.0,0.5,0.08695652173913043,1.474467048933403,0.0,0.6875,1,0.2222222222222222
16ebcbd4d083541a6827814663479b1,10,3,7,0.63885288,0.02891897,0.066777185,12062.344679618518,11,4,7,13,3,0.0,0.7142857142857143,0.3333333333333333,59.5995942259253,0.0,0.2222222222222222,1,0.5
35530f2415bbf4fb4b7a0b626fe55e0,20,5,15,0.17763837000000002,0.6608622900000001,0.041925033,6243.845563703509,20,3,17,24,4,0.0,0.5333333333333333,0.0,2.972515101325141,0.0,0.47368421052631576,1,0.5714285714285714
30cf41c590e1e41bba8b5de5ad49ae5,24,8,16,0.08435265999999998,0.09032637,0.007278292916666666,5522.7239573869565,25,9,16,31,6,0.0,0.5625,0.25,3.216254136619579,0.0625,0.5217391304347826,1,0.4
3bd2c926b54654e40a7225bf35ba6d1,54,38,16,2.21764428,1.26215545,0.06444073574074073,2375.580723472327,32,17,15,67,9,0.0,0.5625,0.10526315789473684,5.0114422660033595,0.0625,0.6981132075471698,1,0.4
bc1q2081ed743aaf4d949e5d656ea0a6c5,18,2,16,0.01793571,0.49009274,0.028223802777777775,6294.282875968628,14,1,13,20,2,0.0,0.4375,0.0,1.503424542034112,0.0625,0.23529411764705882,1,0.4666666666666667
130d5fb420f314304beab848d69f307,29,11,18,0.34928859,0.8457978699999998,0.041209877931034485,4582.090903566072,24,7,17,33,2,0.0,0.6666666666666666,0.2727272727272727,1.3487148248811525,0.1111111111111111,0.2857142857142857,1,0.35294117647058826
3fc70d6d3034f444f91ff782f89c3c7,28,17,11,1.36724377,1.72492871,0.11043473142857142,4261.096126849383,19,8,11,36,7,0.0,0.5454545454545454,0.058823529411764705,1.3841251520110824,0.0,0.8148148148148148,1,0.4
bc1q6764e341611e4a42a449e980146426,26,14,12,0.5363522300000001,0.49717135000000007,0.03975090692307692,4440.651746611999,18,4,14,31,4,0.0,0.5833333333333334,0.0,3.7427544056381725,0.0,0.68,1,0.36363636363636365
bc1q96fc2acad9754294bfaa84cad23266,21,8,13,0.4064634399999999,0.5595959,0.04600282571428572,6349.75671105,16,2,14,24,3,0.0,0.5384615384615384,0.0,1.6681769556157569,0.07692307692307693,0.5,1,0.5
1e8b4de104e544f0ba977a3ce8e8ee6,27,10,17,0.52577567,4.17324853,0.17403793333333334,4771.321450060897,17,7,10,33,5,0.0,0.4117647058823529,0.1,1.7189474727585876,0.058823529411764705,0.46153846153846156,1,0.5
bc1q66b96a54e79f4600957d6e55d44616,51,35,16,2.0646102999999996,0.32695139999999995,0.046893366666666665,2546.5300591983337,25,13,12,61,7,0.0,0.5,0.08571428571428572,9.508578981187169,0.0625,0.84,1,0.5333333333333333
169ab56a0069e460487edf474978724,20,7,13,0.21311338000000002,0.15595947,0.0184536425,6218.210444967544,14,3,11,24,3,0.0,0.6923076923076923,0.0,3.558127391503303,0.07692307692307693,0.5789473684210527,1,0.3333333333333333
bc1q17e7130989994b928b2a8b1211e97e,22,10,12,0.23006243999999998,0.10366834,0.015169580909090909,5861.003535037302,15,5,10,27,4,0.0,0.6666666666666666,0.1,5.054712458430313,0.0,0.47619047619047616,1,0.45454545454545453
1f97da81dcd54400dae57ac382602d5,45,33,12,2.18918568,0.10198137,0.05091482333333333,3001.3095747189395,30,18,12,57,7,0.022727272727272728,0.5833333333333334,0.15151515151515152,47.28161776173607,0.0,0.7045454545454546,2,0.6363636363636364
158337a92022c474681b145a8ee85b2,22,5,17,0.33406328999999996,1.2770761099999999,0.07323360909090909,5915.847067181747,17,3,14,26,4,0.0,0.4117647058823529,0.0,1.5542539260206725,0.058823529411764705,0.38095238095238093,1,0.5625
bc1qc7e0a64266b14a0bb356fbb3509c1a,23,11,12,0.16395583000000002,6.826381819999999,0.30392772391304346,5152.3473731583335,19,4,15,28,4,0.0,0.75,0.0,1.305530260340262,0.0,0.5909090909090909,1,0.2727272727272727
39554b07a41504873a5f0c8318d3f34,22,10,12,0.9195438199999998,0.26524138999999997,0.05385387318181818,5911.7953405230155,15,8,7,29,5,0.0,0.4166666666666667,0.1,7.117390872241192,0.0,0.5714285714285714,1,0.5454545454545454
bc1q75da999a3d7f45e88ee213f2251cf6,20,3,17,0.080164,5.33722966,0.270869683,6925.78658645614,19,3,16,24,3,0.0,0.47058823529411764,0.0,1.5244542811853896,0.058823529411764705,0.3157894736842105,1,0.375
bc1q04b9f45c31354506829151ca799b74,19,9,10,0.50074254,2.31310549,0.1480972647368421,7003.204708102778,24,8,16,27,6,0.0,0.8,0.1111111111111111,1.450913714545582,0.1,0.7222222222222222,1,0.3333333333333333
bc1q773ace3c1d7f451e9feb7f84409fa8,46,24,22,1.9903537000000002,1.17667569,0.068848465,2947.3272708003706,31,8,23,52,6,0.0,0.5909090909090909,0.08333333333333333,5.425763401066158,0.09090909090909091,0.6,1,0.38095238095238093
32961418a83ee4138b4cfb1ab311a79,36,25,11,1.83852842,0.48999753999999995,0.06468127666666666,3550.6477533661905,17,11,6,45,6,0.0,0.2727272727272727,0.12,5.46052097428958,0.09090909090909091,0.6285714285714286,1,0.3
3c2f82c83496346c89c67ec3320db39,26,11,15,0.24806627,8.88658549,0.35133276,4898.282470856,16,3,13,29,3,0.0,0.6,0.09090909090909091,1.3970735414422328,0.13333333333333333,0.52,1,0.35714285714285715
bc1q60d2f218b32540f99dec8d3e7b4264,18,8,10,0.31168304999999996,0.6432903999999998,0.053054080555555556,5780.780510986275,25,8,17,24,6,0.0,0.8,0.25,1.3081619146528427,0.1,0.7058823529411765,1,0.2222222222222222
3455cd826359649d483bd26550e1526,32,13,19,0.8790909999999998,1.8579586200000002,0.085532800625,4142.314932322043,20,4,16,37,4,0.0,0.42105263157894735,0.0,2.522990346804813,0.10526315789473684,0.45161290322580644,1,0.5
14e709b69208c46449abe7761fd7c71,32,17,15,2.6334707,0.3936484,0.09459747187499999,3937.0087899016125,18,6,12,39,5,0.0,0.3333333333333333,0.0,14.066609955554195,0.2,0.3225806451612903,1,0.35714285714285715
3ad3de9fe87da4306a7fbb286390928,46,32,14,0.6191507799999999,4.30214463,0.10698468282608696,2914.530422326666,16,8,8,54,7,0.0,0.35714285714285715,0.03125,1.300947153608673,0.07142857142857142,0.8222222222222222,1,0.46153846153846156
365af9a7924174f3fad42a93be00e80,16,4,12,0.07174565,0.53043812,0.037636485625,8695.722731922222,12,3,9,20,4,0.0,0.4166666666666667,0.0,1.2927327525574066,0.16666666666666666,0.4,1,0.36363636363636365
35fe78ed0d11745e4b37c2417331711,42,23,19,0.6344422600000001,1.7650304399999999,0.05713030238095238,3122.3399388170733,31,8,23,49,5,0.024390243902439025,0.7368421052631579,0.043478260869565216,1.4717847731362506,0.05263157894736842,0.7804878048780488,2,0.4444444444444444
1784a8b24eabe4a3f924f9b76390f95,35,21,14,0.9367375299999999,2.0414125899999997,0.08509000342857143,3600.9707440205884,26,15,11,45,7,0.0,0.42857142857142855,0.23809523809523808,1.292306602365253,0.07142857142857142,0.6470588235294118,1,0.46153846153846156
1734a3469eae5418cb624ca361f378d,24,13,11,0.41851049999999995,1.2672174699999998,0.07023866541666667,5501.253174755073,11,8,3,30,5,0.0,0.18181818181818182,0.23076923076923078,1.2776115083787034,0.09090909090909091,0.5652173913043478,1,0.6
