txid,n_inputs,n_outputs,n_unique_input_addresses,n_unique_output_addresses,total_input_btc,total_output_btc,input_output_ratio,fan_in_5plus,fee
3092b0e3fca24459a297f4695b2331f0,1,2,1,2,0.02644507,0.02632996,1.0043718258592114,0,0.00011512
d6f86734c7ba497fbdb12f7574678fcd,3,1,3,1,0.04529751,0.04523818,1.0013115028058157,0,5.932e-05
cce466ee29554e199dccfa575f5126f2,1,1,1,1,0.06683147,0.06668881,1.0021391894682181,0,0.00014266
b2a5fff67fbb45639fc1d197cfe19598,1,2,1,2,0.09744773,0.09725474,1.0019843762884975,0,0.000193
ed0b349a6c8b498c858190ea275aed04,1,1,1,1,0.06864264,0.06850582,1.0019972025734458,0,0.00013682
5c40c20e17774cf082a4d6abd6bb2afb,1,1,1,1,0.01776388,0.0176987,1.0036827563606365,0,6.518e-05
f7599728958640f7995331d39b972b54,1,1,1,1,0.03180778,0.03175531,1.001652322084086,0,5.247e-05
b596decc43be47d3864cce81623ad4ea,2,2,2,2,0.09204764,0.09178292,1.0028841967546902,0,0.00026472
b220bf660c4b4912a6d9cc89c814a3d2,1,1,1,1,0.12462764,0.12445006,1.0014269177531936,0,0.00017758
f3e14dbd6baa4722941576a7b63cc464,1,1,1,1,0.09906694,0.09881353,1.0025645273476214,0,0.00025341
7fcd68205146417795e7daa8184400aa,1,2,1,2,0.03297161,0.0328746,1.0029509104293284,0,9.701e-05
2b4eadf1f70c4b2ab93e9cc7d52116d1,1,1,1,1,0.05914317,0.05903472,1.0018370545333324,0,0.00010845
c9f3c4ca959549808cc2f6cf64535427,1,1,1,1,0.0764091,0.07628611,1.001612220101405,0,0.00012299
9482d5d76f23417f99c934d424d76dc6,2,1,2,1,0.01140024,0.01136359,1.0032252131588697,0,3.665e-05
788d158627034730a91fa7512adeac6f,1,2,1,2,0.00424844,0.00422256,1.0061289833655414,0,2.588e-05
e3a33877f21540fd810cf182fe2b2f69,1,2,1,2,0.18958114,0.18931202,1.0014215684772685,0,0.00026913
c9b30cffcdc54fb2b53065d183ed70b4,1,1,1,1,0.04236334,0.0423258,1.0008869294850895,0,3.754e-05
03ef98a4e21b4734b58798055fc8eccc,1,1,1,1,0.01278777,0.01275013,1.0029521267626291,0,3.764e-05
41c3fa853a36481482933319245e3589,1,1,1,1,0.02926506,0.02923148,1.0011487615406405,0,3.358e-05
a8a22b2bb48e46cea38505e1658e5652,1,2,1,2,0.13233297,0.13217498,1.0011953094299693,0,0.000158
c93cb71b25fe48a397534c263cab3181,1,1,1,1,0.03110165,0.03098878,1.0036422860144865,0,0.00011287
cf80f68d4a244fd0a0ca300bfe6b758e,1,2,1,2,0.06700563,0.06675826,1.003705459069784,0,0.00024738
0b581d3cb29440ecbc2acd2a29b71f59,1,1,1,1,0.03104437,0.03092205,1.00395575325698,0,0.00012232
b8a13027f82941ed8c60a8a8ced674aa,1,2,1,2,0.03943521,0.0393687,1.001689413163249,0,6.65e-05
9f029eae9d8d40ed8715d1dbcb34bbf5,1,3,1,3,0.00702089,0.007002,1.0026978006283918,0,1.888e-05
04ae85f9457445aea12db5f5fbcffad3,2,2,2,2,0.07260154,0.07252692,1.0010288593531893,0,7.462e-05
03a09b647c01465d8c8ba40135fcff1b,1,2,1,2,0.15101167,0.15062194,1.002587471652536,0,0.00038972
315822043d324f92942e9b0b7a5c2458,1,1,1,1,0.06379411,0.06365482,1.0021882082142406,0,0.00013929
9577f35ab92d43c7b93eb4887f424e35,1,2,1,2,0.08734946,0.08719554,1.0017652279004179,0,0.00015392
a3ea23721cad4649b1733f26344ee59d,1,1,1,1,0.07870426,0.07852385,1.0022975185246266,0,0.00018041
7b5f69b621ce49a7ad7545591e12bdf9,1,1,1,1,0.05557038,0.05533891,1.0041827712182985,0,0.00023147
ba9ac8172257439798cd34d40ea8e7ac,1,1,1,1,0.04003613,0.03997085,1.001633190187349,0,6.528e-05
4d78d8c359d541eba3ecb7dd4e5dd987,1,1,1,1,0.08698293,0.08684736,1.0015610146353326,0,0.00013557
12230c0e96474d31b211d95acd01db7c,1,2,1,2,0.02291133,0.0228213,1.0039449987511668,0,9.002e-05
d880762ad3c6494188c7cc761c20d5d6,1,1,1,1,0.08690055,0.08672243,1.0020539092366298,0,0.00017812
34ccf746d14f45ee9395add8535b8672,1,1,1,1,0.0393744,0.03928911,1.0021708305431198,0,8.529e-05
061bb366ea0447d2b73f3df65cbcc361,1,1,1,1,0.02424933,0.02422207,1.0011254199166297,0,2.726e-05
bff35ed954014f7bb9efde77a3028e41,1,2,1,2,0.13300837,0.13267966,1.0024774709250837,0,0.00032871
0cb394c1440946839716a9a4f9c8a116,1,2,1,2,0.02470371,0.024605,1.0040117862223126,0,9.87e-05
9c9ab1305036443285fd97af72e49b09,1,1,1,1,0.06297548,0.06290979,1.0010441935984846,0,6.569e-05
c1829be893a44324bc60be57612e75d7,1,3,1,3,0.07273506,0.0725364,1.002738762883187,0,0.00019866
659488eb370745ffbfffcdf3010effa7,1,1,1,1,0.03867368,0.03854961,1.003218450199626,0,0.00012407
e5042c263d844f31884f6ceab3f02ef4,1,1,1,1,0.14212938,0.14180047,1.0023195268675766,0,0.00032891
daffc38d42d44f3f907ba485b68fdf66,1,1,1,1,0.04441493,0.04424022,1.0039491214103367,0,0.00017471
5cb8c3d771304cbe8f8504b696ccf883,1,2,1,2,0.04655793,0.04643034,1.0027479876305019,0,0.00012759
37c4e4e7abc24d049d75dab7ced0fb6d,1,2,1,2,0.02899732,0.02893594,1.002121237464551,0,6.138e-05
49922088b1904d759e885481330a5bed,1,1,1,1,0.01423959,0.01422069,1.0013290494343101,0,1.89e-05
86b142ff6aef4c3680549032335078d0,1,2,1,2,0.1279102,0.12763864,1.002127568892931,0,0.00027155
f3f1e5999a5a49fea192abb3f54ff367,1,2,1,2,0.01941683,0.01938162,1.0018166696075974,0,3.52e-05
88a6f3f5713e4e2d88e5f68a6769515e,1,1,1,1,0.05149057,0.05137682,1.002214033488254,0,0.00011375
f951604329af40748634220710717519,1,1,1,1,0.02970412,0.02958903,1.0038896171993472,0,0.00011509
a67c2229dbee403984ec7c14ec2a1fdb,3,1,3,1,0.02457297,0.02453479,1.0015561576031422,0,3.817e-05
77e8616f0c544a4687e9408ae9bb1b8b,1,1,1,1,0.01692099,0.01686971,1.0030397677257048,0,5.128e-05
e49153a354514d40a94693d71c882c29,1,1,1,1,0.05410566,0.05391979,1.0034471573424155,0,0.00018587
5f8ed57efe1c421da54a2a00bb9e11f9,1,1,1,1,0.00102049,0.00100845,1.011939114482622,0,1.204e-05
213f085f1ddb4f9da52b2dcafc553183,1,1,1,1,0.00761372,0.00758652,1.0035853065700742,0,2.72e-05
daf47e7339aa48cf820dc7183fed6220,1,2,1,2,0.01444385,0.01439878,1.0031301263023673,0,4.507e-05
6908b8b58cfc41d283feee48484e9d1d,1,2,1,2,0.52379357,0.5231264,1.001275351425583,0,0.00066717
276f2aadda734e6282a45c5002e31840,1,2,1,2,0.03927383,0.0391843,1.002284843674635,0,8.953e-05
c60219cb4ccf4828a96a0f0e099fd244,1,2,1,2,0.05183444,0.051776,1.0011287082818294,0,5.845e-05
1e6f6eeec3434d3ba78c0c6969937fcb,1,1,1,1,0.22380994,0.22365845,1.0006773274159775,0,0.00015149
c5bcf318d3af485eb7f707f68324c108,1,1,1,1,0.03495582,0.03485219,1.0029734142962035,0,0.00010363
439f8a9b8a784cc9adca960daa9e9131,1,2,1,2,0.06912808,0.06886328,1.0038453004271652,0,0.0002648
09e4196be99a4456bf8851b38f3a7464,1,2,1,2,0.10089331,0.10048734,1.0040400114084023,0,0.00040597
56424fd41e274fceb1c594065470b904,1,1,1,1,0.07001362,0.06977178,1.0034661578076407,0,0.00024184
b3b7bcbc88fc44958b557fccc44895b7,1,1,1,1,0.06373306,0.06358793,1.002282351383352,0,0.00014513
7863688be03c4fc8af60618ba2d4a014,1,3,1,3,0.3407107,0.33949719,1.0035744331197556,0,0.0012135
de586a2d9ab14c8d8d843f61ceab1bb4,1,1,1,1,0.62816321,0.6278295,1.0005315296589279,0,0.00033371
d74039343d8f4bff818572a0cf729cf2,1,1,1,1,0.05583101,0.05560797,1.00401093584247,0,0.00022304
3ae765a7af6a410aa6eed6787c748691,1,2,1,2,0.0400292,0.03986842,1.0040327657830432,0,0.00016077
3c2a1c1e79de4217b96f6ebf8e31b025,1,2,1,2,0.01874105,0.0186704,1.0037840646156482,0,7.065e-05
423598122aa6424d90f543d25f5b7a7d,2,1,2,1,0.14915842,0.14859901,1.0037645607464007,0,0.00055941
2f049cd5e9884c89b14a6ba2424c032a,1,2,1,2,0.29818112,0.29779502,1.0012965294046892,0,0.0003861
2403f7e50c5f4b51bc87a671789c52e2,1,2,1,2,0.03055075,0.03046132,1.0029358543884508,0,8.943e-05
6732ec0fe9f6434d8ed02e02f46033b2,1,2,1,2,0.11943966,0.1192567,1.00153416956867,0,0.00018296
1643b3e419e7461d9cc87dce23fe2ca0,3,1,3,1,0.012841499999999999,0.01280144,1.0031293354497617,0,4.007e-05
bf39ebe13bad4077b33221a089a0f05d,1,1,1,1,0.11941636,0.11928591,1.0010935910200962,0,0.00013045
9d99f697cb2544a18e0f174c204b8e19,1,1,1,1,0.04652698,0.04642262,1.0022480420105544,0,0.00010436
fb2906fc6a9e45f9b4e65e1a20ff1ea8,1,2,1,2,0.01613259,0.01608604,1.002893813517808,0,4.655e-05
bb5cb54a8f404c33858ececb3bf46717,1,2,1,2,0.08353656,0.08328434,1.0030284204689621,0,0.00025221
f1ac8bf7a6cc4867b1c0afdff150a335,1,2,1,2,0.15919401,0.1589169,1.00174374154039,0,0.00027711
8d04633ad74b4a2d82da604525e3a06b,2,1,2,1,0.03202522,0.03198533,1.0012471342331,0,3.99e-05
9810146dd1e24ab6b418e336c948befa,1,1,1,1,0.05959312,0.05948484,1.0018202957257683,0,0.00010828
55521d164c0e42e78f78e6c73a9aafea,1,1,1,1,0.02608842,0.02602998,1.0022451035306212,0,5.844e-05
4de55d17f0d4464d80d170f91709e28b,2,3,2,3,0.01176804,0.01172076,1.0040338681109415,0,4.728e-05
5faf903eca03488886a43b136b1a9f9d,1,1,1,1,0.05877288,0.05858187,1.0032605650860924,0,0.00019101
5f0c2fe95fd049dbb7133d5567ee2e6c,1,2,1,2,0.06370094,0.06359486,1.0016680593368708,0,0.00010608
7d541dffc9b74b6fbd867572df55bf73,1,1,1,1,0.05785274,0.05780839,1.0007671896761006,0,4.435e-05
900f817c8c9a4d21b34829d5705f40ea,1,2,1,2,0.02648539,0.02643002,1.0020949662542822,0,5.538e-05
76b9592ea8424effbddfdc7f9ac23557,1,1,1,1,0.0327162,0.03264767,1.0020990778208676,0,6.853e-05
bcbd6ed63e2443cfb51832c83a7d7ebf,1,3,1,3,0.00866928,0.008639550000000001,1.00344115144886,0,2.974e-05
ea02ffe5612a47eca1c11359784dd056,2,1,2,1,0.33771378,0.3371803,1.0015821802163414,0,0.00053349
ee9d35f62e8541ada1df8288adc0ec56,1,1,1,1,0.0595328,0.0594155,1.0019742323131169,0,0.0001173
8ffa6624b28c43e9bb1d518c796a963a,1,1,1,1,0.051379,0.05132219,1.0011069286014491,0,5.681e-05
69e57039cfa342cc93fe9b4a3e102385,2,2,2,2,0.01151518,0.01146972,1.0039634794920889,0,4.545e-05
1dad624f794a4f9f9884f90a113c911a,1,1,1,1,0.01155153,0.0115158,1.0031026936904082,0,3.573e-05
7c7ff16ad90540b6a825ede3f8472fd7,1,2,1,2,0.03533343,0.03523158,1.0028908723366934,0,0.00010185
0d4d76e1ce194791a126064d3bf51ea2,1,2,1,2,0.04940756,0.04929298,1.002324468920321,0,0.00011457
7a932dff79a947fbb70339470a06a5a5,1,1,1,1,0.04730474,0.04719884,1.002243699209557,0,0.0001059
bd27a80c2583470f937f415568b4e468,1,1,1,1,0.20000786,0.19934617,1.0033193012938249,0,0.00066169
249482022adb42139d61fc1bc89ff2a2,1,2,1,2,0.16042448,0.16012988,1.0018397565775983,0,0.0002946
b4dc628c717d40f4bf548ab9f6000e8e,1,1,1,1,0.0299556,0.0298834,1.0024160570751655,0,7.22e-05
a4190c7b78af49c288b2084deea7b164,1,2,1,2,0.06198482,0.06186234,1.0019798798428898,0,0.00012248
0eef22f6f14a4cc287758385221ca538,1,2,1,2,0.01375958,0.01371906,1.0029535551269548,0,4.052e-05
33624bcba67d4ebf87d6d47551426ea2,1,2,1,2,0.01773711,0.01765976,1.0043800142244288,0,7.734e-05
9dac260c40824103baff24a034414826,1,2,1,2,0.07672151,0.07659896,1.0015998911734574,0,0.00012256
acc4d89723a74b9ea5b9a2faea22927a,1,1,1,1,0.05334365,0.05324369,1.001877405566744,0,9.996e-05
54ba0d43dd5f4cca9c7b47a1449391e5,1,2,1,2,0.14413067,0.14364994,1.0033465381189854,0,0.00048074
25a8c73fcb2b46f897ef5426609e41a0,1,2,1,2,0.0472481,0.04706174,1.0039599045849135,0,0.00018636
e7603cd12b3a474eb33b2f2fae1467d9,1,1,1,1,0.58011142,0.5793981,1.001231139694797,0,0.00071332
d1a6daf847ee470fb9d1b6eeaa32b34e,1,3,1,3,0.03899705,0.03891093,1.002213259873254,0,8.611e-05
7dbf59d4541f4c7c97ad469156be56f7,1,2,1,2,0.05215601,0.0520649,1.0017499313356983,0,9.112e-05
2ece695ddd9148039e29f6342e79e0df,1,2,1,2,0.03178311,0.03167276,1.0034840664343745,0,0.00011034
1e16da13e5e0484fbcdaabe11024ec53,1,1,1,1,0.02138127,0.02133285,1.0022697389237725,0,4.842e-05
3a52de7a303d4a5ebe54dde7d97812cf,2,2,2,2,0.0685227,0.06829474,1.003337885172416,0,0.00022796
e5bc8b672d614a8898df675815f9c014,1,1,1,1,0.06204703,0.06195756,1.0014440529936943,0,8.947e-05
bc99e351b2284b54890808fec354e7dd,1,1,1,1,0.01974575,0.01966104,1.0043085208106997,0,8.471e-05
ce13313910d74c1689e8610b3cef4018,1,1,1,1,0.35625783,0.35522184,1.002916459190685,0,0.00103599
6b8488f2894f4f659b082213d618456b,1,1,1,1,0.020019,0.01995371,1.0032720732134526,0,6.529e-05
437aee1f43e44a2cb7950db5d8603ba7,1,1,1,1,0.04735221,0.0471876,1.0034884164483888,0,0.00016461
7031b1c60c7343f084a4e8b5ee13e9c0,1,3,1,3,0.10104272,0.10094399999999999,1.0009779679822477,0,9.873e-05
72947aebf9e34b1798cab353149de0fa,1,2,1,2,0.09085321,0.0907873,1.0007259825988877,0,6.591e-05
70d3c4abeba4493f82696b0485564a02,1,1,1,1,0.02795368,0.02786047,1.0033456004152121,0,9.321e-05
78469845cd254f569578073193916250,2,2,2,2,0.05535922,0.05520772,1.0027441814296987,0,0.0001515
697f93c947f349e388727606d68a20e4,1,1,1,1,0.07969091,0.07948473,1.0025939573550795,0,0.00020618
b911acd52e9a4d8a8a07b0f324483bac,3,2,3,2,0.00816453,0.00813446,1.0036966190748986,0,3.007e-05
c94d9d32e95f4026b32bb4e031e83b14,2,2,2,2,0.0635764,0.06341896,1.0024825383449998,0,0.00015744
1153041fcd0545c4801bf4277423a2e7,1,3,1,3,0.24201135,0.24113439000000003,1.003636810162167,0,0.00087697
0eff538606ad4c64afbdf5f91279ee95,1,2,1,2,0.01756879,0.017507,1.0035294453647112,0,6.179e-05
02ab393675a942d181fe79765b891618,1,1,1,1,0.02772396,0.02765789,1.0023888300951374,0,6.607e-05
4e82c12f12fa402d979fa894d7f168cf,3,1,3,1,0.52989615,0.52905192,1.0015957413026684,0,0.00084424
0fa2ba16926f4e3d8956783529b0d2f2,1,2,1,2,0.02573393,0.02564246,1.0035671304547225,0,9.147e-05
55996ff84bb2439ea58fdfe694f44892,1,1,1,1,0.01130607,0.01126692,1.0034747739399943,0,3.915e-05
b88aee4f1b634e66ab73799bf58716a8,1,1,1,1,0.05998507,0.05985194,1.0022243222191294,0,0.00013313
53109a70fa4744088bc9eb185ce8eda9,1,2,1,2,0.05338133,0.05328652,1.001779249236017,0,9.481e-05
94df5770c18c4b38b01e6acaaf11e4ed,1,1,1,1,0.12413751,0.12389859,1.0019283512427382,0,0.00023892
8029bcad45bb4d849a5384e893a92c18,1,2,1,2,0.07697386,0.07675924,1.0027960151768047,0,0.00021461
87390e150daf413280b585343a6d957c,1,1,1,1,0.04885405,0.04868145,1.0035454983366354,0,0.0001726
412208e4e01d42f8aa16905812036dc2,1,2,1,2,0.0985885,0.09831698,1.0027616796203462,0,0.00027152
397a35352b7843a586313c9787a55b0f,1,2,1,2,0.41847718,0.41714626,1.0031905356169322,0,0.00133093
e277cc2d0e404972934a653caed99909,1,3,1,3,0.01323488,0.01318281,1.003949840739569,0,5.208e-05
e843d90b1c7a47069e4b2bc4568daa78,1,1,1,1,0.10082428,0.10042554,1.003970503917629,0,0.00039874
2376222f1ad94169b6da5419700204b5,1,2,1,2,0.31823822,0.31713372,1.0034827579987395,0,0.0011045
0230dd4eacab49b7bda476370c96fb51,1,1,1,1,0.06586428,0.06575996,1.0015863756608123,0,0.00010432
19c66705c0a44b6a8b5dbf88621f6b92,1,2,1,2,0.00706866,0.00704952,1.002715078473428,0,1.914e-05
583bc6786ce44628864246942a9dc420,1,2,1,2,0.03439513,0.03433544,1.0017384370201752,0,5.968e-05
d4759635710940419c807041a0a9e383,1,2,1,2,0.03069437,0.03061616,1.002554533292222,0,7.82e-05
a87d57ae4bef41d598ca39e5afa7ebf7,1,1,1,1,0.01540888,0.01536413,1.0029126283102265,0,4.475e-05
f6cbdb0130a64049b5fdc06c0b20d050,2,1,2,1,0.00675174,0.00672456,1.0040419001391911,0,2.718e-05
da1cfdf35feb48ba8ac66b665d6606a6,2,1,2,1,0.02193116,0.02185933,1.0032860110534039,0,7.183e-05
9668beb167844065803dd0a578693488,1,2,1,2,0.03504169,0.0349129,1.0036888943628288,0,0.00012879
17a70a90ca1749d6beba67c729a38b12,1,1,1,1,0.17819552,0.17806267,1.0007460856337826,0,0.00013285
764248f61ba7455ea130cdd6f241e148,1,1,1,1,0.03789382,0.03774331,1.003987726566642,0,0.00015051
ddb375c744b34a4495568265bc527445,2,2,2,2,0.05351504,0.05342938,1.0016032377691824,0,8.567e-05
d72a0ef58414423b9fc839df025623cf,1,2,1,2,0.05726653,0.0571947,1.0012558855977913,0,7.183e-05
723c9cc59a084c1ea940c2310451900a,1,2,1,2,0.44946365,0.44867026,1.0017683142181075,0,0.0007934
2f180cb1c73d45fdb97a8add8819036b,1,2,1,2,0.09972491,0.09956318,1.0016243956852322,0,0.00016173
6602e4ff1ec8488f9b5238152393b5db,1,1,1,1,0.14294746,0.14274088,1.0014472378200274,0,0.00020658
23db2063678547cf9cdecdaf222aec30,3,1,3,1,0.04362312,0.04358357,1.000907452051312,0,3.955e-05
2f37a3d3142743c98f969e62a9e66d61,1,2,1,2,0.13257563,0.13233804,1.0017953265742792,0,0.00023758
6316c384b13f4bf59edb72fb703246be,1,1,1,1,0.02513056,0.02509909,1.0012538303181509,0,3.147e-05
bd879e7c6c114acfb5689f2b0cdd4b52,1,1,1,1,0.01903208,0.01899128,1.0021483544026522,0,4.08e-05
0f561130bf404cb19457a4609e97fea9,1,2,1,2,0.06131362,0.06107716,1.0038714963171176,0,0.00023646
3f294f157568442e91328ef05766d50c,1,1,1,1,0.06547449,0.06522573,1.003813832363394,0,0.00024876
698feee3f5624edebad1c451e1a56eb2,1,1,1,1,0.07075788,0.07050095,1.0036443480548842,0,0.00025693
b8bf701d5db8442b9e3ff198c9761aa7,1,1,1,1,0.4909155,0.48932085,1.003258904663474,0,0.00159465
ce4979061be54fe0b8d3544431b27d57,1,2,1,2,0.11640868,0.11633984,1.0005917147556675,0,6.884e-05
7d3716f412bd4ed5897e58424cab6ddd,1,2,1,2,0.05301788,0.05280126,1.004102553613304,0,0.00021661
188babd6661141f4aa4bd452f00086bb,1,1,1,1,0.0148402,0.01481493,1.0017057117380912,0,2.527e-05
0ae35d832ac641ec8098dcec447d75e9,1,2,1,2,0.04009578,0.0400013,1.0023619232374947,0,9.448e-05
c6169cd783ea43aaa51cdde488bce633,3,1,3,1,0.11713415999999999,0.11691724,1.0018553294621049,0,0.00021691
396698d5ff504689bec9a0774b82f231,1,2,1,2,0.34942327,0.34880888,1.0017613943773451,0,0.0006144
11811177762145e9817efe9454266869,1,2,1,2,0.05667804,0.05659694,1.0014329396606954,0,8.11e-05
78cf92d9d91442749a467ea6b5496345,1,2,1,2,0.05017382,0.05002854,1.002903942429661,0,0.00014528
95ec9a4f217e4cf48cdfe98b65ef6c49,1,3,1,3,0.08362742,0.08351096999999999,1.0013944275823883,0,0.00011645
54f8671da52d44ecbbf674885cdbdc13,1,2,1,2,0.25223108,0.25199896,1.0009211149125377,0,0.00023211
e5623c9ae7bb4e75b0aa7cb8e847fde4,1,2,1,2,0.06187999,0.06166078,1.0035550961243112,0,0.00021921
d6c2fe39786c4322903b9aec37f68414,1,2,1,2,0.01986452,0.01984156,1.0011571670775885,0,2.297e-05
52e29543034f417d8fee8c0acae5cc2f,2,1,2,1,0.28970126,0.28929403,1.0014076681775979,0,0.00040723
71ddc3dc7d8e493e9d290c7e590a422c,1,2,1,2,0.13295231,0.13269056,1.001972634677252,0,0.00026175
d79874eaab9a42afafcbbcfda086a07b,1,2,1,2,0.0535142,0.05330806,1.0038669574544636,0,0.00020614
4ab6fdd303014636a6d602a6f996dc5d,1,1,1,1,0.02015065,0.0201129,1.0018769048719975,0,3.775e-05
50eed1fd78884361881cbdf9ab8bb270,1,1,1,1,0.02011384,0.02006162,1.0026029802179486,0,5.222e-05
03567a496148411eac966512dd306eee,1,1,1,1,0.14078443,0.14039407,1.0027804593171206,0,0.00039036
058c7bf907d641cb8f4763c901307dea,1,2,1,2,0.02241902,0.022341,1.0034922340092207,0,7.802e-05
d3635e6822c4460ea01afff236a26788,1,1,1,1,0.12019511,0.11974496,1.0037592396373092,0,0.00045015
aefd77856eca492f91706ba978721444,1,1,1,1,0.13018913,0.12989193,1.0022880559246443,0,0.0002972
a83159de292b4688b1b1be6f1bf1d12d,1,2,1,2,0.09965616,0.09926256,1.0039652412752602,0,0.0003936
f444fa3b1eb94ccd87d0398bb88895bc,1,2,1,2,0.01252411,0.01247062,1.0042892815273017,0,5.349e-05
c32bfb38f74f43c89dd546a6cf8f273b,1,1,1,1,0.0085005,0.00845734,1.0051032594172635,0,4.316e-05
f63e29cce8f844e3a15fe2f2c3cdb6f2,1,2,1,2,0.05092635,0.05075538,1.0033685098998373,0,0.00017097
6be662a1ae8d418faa53a2725347785e,1,2,1,2,0.03598004,0.03588534,1.0026389606452104,0,9.47e-05
7f332778cdf34ba983d5262e1cd4f2a7,1,1,1,1,0.05545609,0.05524933,1.0037423078252714,0,0.00020676
03329b832dfa4e8f9ab07930f6072fdc,1,1,1,1,0.05781157,0.05759129,1.0038248839364423,0,0.00022028
2571a6d857ac49789f11fd49a48d4ce1,1,1,1,1,0.08573553,0.08547073,1.0030981366369518,0,0.0002648
2134f083f8ca4220bc95266e3b0bca51,1,2,1,2,0.02986952,0.02980318,1.0022259369637738,0,6.633e-05
ffd0a2e4750f4d60a2b4ce358b50f03c,1,1,1,1,0.21712192,0.21652606,1.0027519089388133,0,0.00059586
6b7a52d04d7d4547973a57ca240e28ef,1,1,1,1,0.04865258,0.04861407,1.0007921574967904,0,3.851e-05
f267a561ba7247298d0565125e96772e,1,1,1,1,0.01717036,0.01713236,1.0022180248372086,0,3.8e-05
034d98f54e8046758025b9b90ebe7a4a,1,2,1,2,0.02709848,0.02706558,1.0012155660436615,0,3.289e-05
91ee2a2fa1f64720a189a4e802fe2b11,1,3,1,3,0.07731533,0.07707093000000001,1.0031711048510767,0,0.00024441
be3e95a44ced44b094ff2d3c4e4272b0,3,1,3,1,0.05714715000000001,0.05701216,1.0023677404960627,0,0.00013498
4ecfc2ad863842369cf1f7b4aa32e8ba,1,1,1,1,0.04575307,0.04571973,1.0007292256537823,0,3.334e-05
596cfb2174ba4c5fa0d369b96248d593,1,1,1,1,0.06073129,0.06060471,1.0020886165448197,0,0.00012658
22f8b5221ebf43189234ddc7742c89d4,1,1,1,1,0.02668911,0.02666268,1.0009912731953425,0,2.643e-05
347c9d91c3bf4e3692645e7650a3d270,2,2,2,2,0.08315418,0.08309948,1.0006582471996213,0,5.47e-05
f3e09201ac474d1e903749d952f6badc,1,1,1,1,0.01912945,0.01908705,1.0022214014213824,0,4.24e-05
663dfc8e17e447e08061de24d3b0b0c5,1,1,1,1,0.04347601,0.04331301,1.003763303450857,0,0.000163
02a784c1fe6949d7939159c805779cf6,1,2,1,2,0.02937236,0.02929928,1.0024942592445958,0,7.308e-05
b72171ce69b246bb99b077b7465950ce,1,2,1,2,0.16807295,0.16771184,1.0021531574634206,0,0.00036111
33dbc89c7295488ab76e66f1ad5525d2,1,1,1,1,0.02175659,0.02169813,1.0026942413931523,0,5.846e-05
8f8015b780d94b18a46f6ce6fb6a106d,1,2,1,2,0.07107053,0.070885,1.0026173379417367,0,0.00018553
cb7dbce082db4e93884a551ae63f2ceb,1,2,1,2,0.02770306,0.02761272,1.003271680587787,0,9.033e-05
8569d6b4e66249f3b29aed0dd97ea622,2,2,2,2,0.23147758,0.23086042,1.0026733036351574,0,0.00061717
e04ea7d0ca8f4e468af64aaf082d47c6,1,1,1,1,0.13263509,0.13228541,1.0026433754107882,0,0.00034968
3ff95db5c8844aa5a160c10d28d627d9,1,2,1,2,0.01901246,0.0189911,1.0011247373769818,0,2.136e-05
b4ff1bfca24f47a68db71ca5a258b3b2,1,2,1,2,0.01768672,0.017644,1.0024212196780775,0,4.272e-05
ac49253b9e4b4e7081ade3f1e599d98b,1,1,1,1,0.03861814,0.03847691,1.0036705130427572,0,0.00014123
6549d33a35c44c37844e549c0227bef3,1,1,1,1,0.06060887,0.06037099,1.0039403031157845,0,0.00023788
f25fdddc5dca48f3a744ce7a8da5e1aa,1,2,1,2,1.0615004,1.05779242,1.0035053947541048,0,0.00370797
0bcb758dc196494c826cf6b15de39ad5,1,1,1,1,0.05736558,0.0572482,1.002050370142642,0,0.00011738
581a496476a54197a2620147d280b7f5,1,1,1,1,0.04863985,0.048551,1.0018300343968198,0,8.885e-05
080d8308af8e484a9b4075dce44babab,1,2,1,2,0.00326807,0.0032513,1.0051579368252699,0,1.678e-05
5fdce0104e5942abb814f9865ea033b9,1,2,1,2,0.01814973,0.01806852,1.004494557384888,0,8.121e-05
af0a37cca02849b4832610fc6cd60dc5,1,1,1,1,0.01487616,0.01485241,1.0015990670874289,0,2.375e-05
1438dfc4c5af4f1198ae5d159c23d66e,1,1,1,1,0.01998378,0.01991206,1.0036018372785136,0,7.172e-05
297ce72a0d574b80ba73f7551302d2bc,1,3,1,3,0.02512876,0.025067849999999996,1.0024298055078518,0,6.091e-05
5551a4b27f9a495aa34bcccf76d1fda3,1,1,1,1,0.03105133,0.03102543,1.0008347990664432,0,2.59e-05
81f069756f394ba1864588172de29fd0,3,1,3,1,0.047769599999999995,0.04772752,1.0008816716225772,0,4.208e-05
70c86130962d42d5b8e471b3a5d23971,1,2,1,2,0.01962465,0.0195686,1.002864282575146,0,5.604e-05
01db0c0e152047d0a9f69623144471d9,1,2,1,2,0.01161388,0.0115793,1.0029863635971086,0,3.458e-05
7306064c100842b6a841793df1397231,1,1,1,1,0.022532,0.02248885,1.0019187286144022,0,4.315e-05
686d4e8f1802460c8b6004662fa88142,2,1,2,1,0.03176384,0.03168164,1.0025945626552162,0,8.219e-05
fb8d46efab794a4a8d6286a0c4f95384,1,2,1,2,0.03962797,0.03955572,1.0018265373503503,0,7.224e-05
0e416b9e8757479f96b30caac19e1168,1,1,1,1,0.01190499,0.01184896,1.004728685049152,0,5.603e-05
944c39fd8dda443daa52e08e15e78d93,1,3,1,3,0.17683,0.17630712,1.002965733885279,0,0.00052289
